Individual,Site,Species,Latitude,Longitude,Elevation,Leaf area,Fresh mass,Dry mass,Stem volume,Stem mass,Height,Distance,Bottom angle,Top Angle,Bottom m,Top m,DBH,DBH 2,DBH 3,DBH 4,DBH 5,Summer 2015 notes,Summer 2015 Route,Summer 2015 Date Sampled,pctN,pctC,Stomatal Length,Stomatal Density
ACESAC06_SH,SH,ACESAC,46.00240697,-74.00145999,416.427917,225.14,1.87,0.77,2.27,1.42,5.50,,,,,,10,,,,,,,,1.944366574,47.92179489,9.1876,169.5869139
ACESAC07_SH,SH,ACESAC,45.97806098,-74.01342901,352.397522,276.697,4.06,1.62,2.05,0.93,2.50,,,,,,4.6,3.3,2.5,,,,,,1.873490214,47.44446182,10.9688,334.0348305
ACESAC09_SH,SH,ACESAC,45.987168,-74.00536504,361.539612,281.073,3.35,1.29,1.69,0.94,1.00,,,,,,15,21,9.3,,,,,,2.332081318,47.81206512,11.0568,238.1068791
ACESAC10_SH,SH,ACESAC,45.98646602,-74.00519103,355.859406,241.164,3.17,1.19,2.26,0.99,1.50,,,,,,14.5,12.5,,,,,,,2.42280674,47.7133255,,
ACESAC99_SH,SH,ACESAC,,,,251.081,2.85,1.13,2.47,1.36,1.00,,,,,,3.9,,,,,,,,1.956656694,46.91493607,,
ALNINC01_SH,SH,ALNINC,45.98915401,-74.00414203,363.393921,197.985,3.17,1.07,1.38,0.72,15.15,,,,,,3.7,2.6,2.8,,,,,,2.714490175,50.83229446,13.9482,49.67697479
ALNINC02_SH,SH,ALNINC,45.98531996,-74.00696799,345.261749,180.373,3.21,1.08,1.58,0.76,10.33,,,,,,3.2,3.3,3.6,,,,,,2.869149446,47.92773056,17.828,30.83398435
ALNINC04_SH,SH,ALNINC,46.00307199,-74.01343396,378.133606,222.47,2.88,1.07,1.23,0.6,1.50,,,,,,1.2,1.2,1.3,,,,,,2.385448933,50.64451599,20.3584,32.54698348
ALNINC05_SH,SH,ALNINC,45.989225,-74.00367097,370.658173,204.527,2.86,0.96,1.72,0.72,2.00,,,,,,5.2,6.4,3.7,,,,,,2.769349337,49.81934738,19.2428,59.95496957
ALNINC06_SH,SH,ALNINC,45.98535399,-74.00695098,356.993408,235.229,4.08,1.38,2.8,1.37,1.50,,,,,,2.6,,,,,,,,2.38735652,48.67660141,,
ALNINC07_SH,SH,ALNINC,45.97918499,-74.01620401,368.115051,182.356,2.31,0.67,0.84,0.42,0.30,,,,,,3.3,4.8,3.6,,,,,,2.964387417,47.60628891,,
AMECAN01_SH,SH,AMECAN,45.986563,-74.005733,357.173706,221.598,2.67,0.93,0.62,0.39,1.00,,,,,,1,,,,,,,,2.523504972,48.8311615,25.8714,135.3269313
AMECAN02_SH,SH,AMECAN,,,,181.697,2.63,0.95,0.72,0.4,1.50,,,,,,0.5,,,,,,,,2.224025488,47.12721252,27.3096,102.7799478
AMECAN03_SH,SH,AMECAN,,,,101.88,1.54,0.61,0.97,0.63,3.50,,,,,,3.4,,,,,,,,2.376693964,47.91364288,22.7818,111.3449435
AMECAN04_SH,SH,AMECAN,,,,184.454,2.4,0.87,0.64,0.39,2.20,,,,,,1.6,,,,,,,,2.136934996,47.21059418,24.8284,90.78895392
AMECAN05_SH,SH,AMECAN,,,,172.952,1.85,0.75,0.59,0.36,2.00,,,,,,0.5,,,,,,,,2.1102314,46.86411667,,
AMECAN06_SH,SH,AMECAN,,,,138.216,1.43,0.5,0.42,0.27,1.40,2.00,,,,,0.5,,,,,,,,2.095486164,46.44796753,,
BETALL01_SH,SH,BETALL,45.98867096,-74.00525699,357.048889,219.197,2.94,1.04,2.91,1.74,16.00,,,,,,14.2,,,,,,,,1.964916229,46.11948395,22.668,71.56644788
BETALL02_SH,SH,BETALL,45.98885603,-74.00513403,355.100739,264.094,4.34,1.79,2.89,1.71,13.10,,,,,,41.6,,,,,,,,1.88709867,47.02177811,20.2728,133.1468798
BETALL03_SH,SH,BETALL,45.98881697,-74.00510503,358.26001,236.462,2.7,0.77,1.93,1.29,10.12,,,,,,16.5,,,,,,,,2.17650485,46.66835785,19.5692,63.24476789
BETALL04_SH,SH,BETALL,45.98882996,-74.00504502,360.199768,285.462,4.1,1.44,2.54,1.56,8.40,,,,,,30.3,,,,,,,,1.909557581,46.43681717,19.5136,96.53148783
BETALL05_SH,SH,BETALL,45.98913004,-74.00392503,362.80246,274.187,4.19,1.68,2.16,1.44,3.96,,,,,,11,,,,,,,,1.611138821,46.31691742,,
BETALL08_SH,SH,BETALL,45.98903499,-74.00216801,353.211548,313.289,4.2,1.43,1.9,1.09,5.00,,,,,,6.2,,,,,,,,2.052258492,47.4110527,,
BETPAP02_SH,SH,BETPAP,45.98889501,-74.00590902,372,237.63,3.52,1.29,3.28,1.89,2.00,,,,,,17.2,12.1,,,,,,,1.681136489,47.47164154,26.294,91.53847984
BETPAP04_SH,SH,BETPAP,45.98891202,-74.00574298,367.490204,227.387,2.56,0.92,1.67,0.93,1.00,,,,,,7.8,4.1,,,,,,,2.100568056,47.90655518,19.3738,91.53847984
BETPAP06_SH,SH,BETPAP,45.986736,-74.00506102,357.028046,183.549,3.29,1.26,1.85,1.06,2.00,,,,,,14.6,,,,,,,,1.932212472,47.50922012,28.6062,109.8461758
BETPAP07_SH,SH,BETPAP,45.98888202,-74.005575,369.044373,282.624,5.08,1.94,1.3,0.7,2.00,,,,,,8,,,,,,,,2.058848619,47.1056633,28.6316,78.22379186
BETPAP08_SH,SH,BETPAP,45.98016601,-74.01596102,364.455811,206.625,3.31,1.13,4.5,2.44,0.50,,,,,,23,,,,,,,,1.96543169,47.22881699,,
BETPAP09_SH,SH,BETPAP,45.980667,-74.01551804,357.544128,227.896,3.88,1.27,1.91,1,1.30,,,,,,,,,,,,,,1.665561318,45.51457214,,
BETPAP10_SH,SH,BETPAP,45.98176704,-74.014736,356.018188,312.949,3.5,1,3.67,2.19,1.00,,,,,,12.5,13,9.2,,,,,,1.947881699,46.22808838,,
CORALT01_SH,SH,CORALT,46.00090099,-74.00581003,389.302277,289.098,3.19,0.94,0.74,0.3,0.75,,,,,,2.5,,,,,,,,1.971155524,45.23460388,16.505,186.4056317
CORALT02_SH,SH,CORALT,,,,248.117,3.43,1.03,0.62,0.29,0.75,,,,,,0.5,,,,,,,,1.950756073,45.05044937,20.5568,53.25875191
CORALT03_SH,SH,CORALT,,,,253.751,2.95,0.66,1.15,0.54,1.00,,,,,,1.5,,,,,,,,2.509048223,44.04494476,18.4796,151.4545757
CORALT04_SH,SH,CORALT,,,,294.13,3.34,0.84,0.58,0.32,,,,,,,0.5,,,,,,,,1.998560786,44.01221848,19.3858,183.0769597
CORALT06_SH,SH,CORALT,,,,206.943,1.86,0.43,0.72,0.38,1.00,,,,,,0.5,,,,,,,,1.687188864,44.17901611,,
CORALT07_SH,SH,CORALT,,,,196.543,2,0.69,0.49,0.27,1.00,,,,,,0.5,,,,,,,,1.512611508,45.04459,,
CORALT22_SH,SH,CORALT,,,,205.889,2.05,0.45,0.27,0.12,0.75,,,,,,0.5,,,,,,,,2.344201565,45.25553894,,
CORCOR01_SH,SH,CORCOR,46.002483,-74.002584,436.648407,287.934,2.38,0.78,0.9,0.44,1.00,,,,,,1.4,,,,,,,,2.724768639,46.89984512,18.7618,81.55246386
CORCOR05_SH,SH,CORCOR,45.98908997,-74.00365798,370.316956,165.612,1.6,0.58,1.37,0.74,0.75,,,,,,1.6,,,,,,,,2.409609318,46.44597626,16.4394,39.94406393
CORCOR07_SH,SH,CORCOR,45.98117804,-74.01509701,360.264496,303.65,3.43,1.03,2.17,1.1,,,,,,,2.4,2.3,1.5,,,,,,2.871538401,46.86912155,20.634,81.55246386
CORCOR08_SH,SH,CORCOR,45.98012402,-74.01567201,362.049805,212.961,2.08,0.75,2.24,0.96,14.50,,,,,,1.2,2.1,,,,,,,2.396734476,46.75322342,,
CORCOR09_SH,SH,CORCOR,45.98060296,-74.01524504,363.175903,317.967,3.61,1.1,1.48,0.7,9.50,,,,,,1.4,1.6,,,,,,,2.504030466,46.50413895,19.955,61.58043189
CORCOR10_SH,SH,CORCOR,45.98218203,-74.01380402,351.565765,296.236,2.63,0.77,1.17,0.55,5.50,,,,,,1,1,,,,,,,2.435615301,45.17560196,,
CORCOR11_SH,SH,CORCOR,45.98243801,-74.01315803,352.449524,249.078,2.36,0.76,1.25,0.6,6.25,,,,,,1.4,1,1,,,,,,2.845355272,47.22127914,,
FAGGRA02_SH,SH,FAGGRA,45.98911202,-74.00388898,361,306.907,2.86,1.27,0.74,0.38,5.00,,,,,,5,,,,,,,,1.725468755,47.05744553,8.2142,366.1539194
FAGGRA04_SH,SH,FAGGRA,45.98959398,-74.00916598,410.928925,306.244,2.02,0.87,1.05,0.69,12.09,,,,,,22.6,,,,,,,,2.511519432,48.09926224,8.1314,344.5175514
FAGGRA05_SH,SH,FAGGRA,45.99091999,-74.00865703,381.171539,329.292,2.05,0.78,2.26,1.46,3.80,,,,,,12,,,,,,,,2.952894449,47.78568268,7.3032,296.2518075
FAGGRA06_SH,SH,FAGGRA,46.00178202,-74.00493303,416.054718,310.951,2.04,0.81,1.67,1.1,2.75,,,,,,9.8,,,,,,,,2.398291111,47.6909256,8.785,261.3007515
FAGGRA07_SH,SH,FAGGRA,46.00215803,-74.001547,413.918732,338.885,2.2,0.97,1.8,1.13,9.25,,,,,,7.2,,,,,,,,2.088678837,47.66186523,,
FAGGRA08_SH,SH,FAGGRA,45.98580301,-74.00656901,353.993835,195.544,2.3,1.05,0.91,0.53,7.25,,,,,,6.2,,,,,,,,2.209222078,47.97659302,,
FRANIG01_SH,SH,FRANIG,45.98897799,-74.00535104,367.600342,211.713,3.74,1.19,4.62,2.42,5.00,,,,,,5.5,,,,,,,,1.785324216,44.86650467,,
FRANIG02_SH,SH,FRANIG,45.98870398,-74.00584398,371.285492,495.484,7.69,2.17,4.43,2.36,6.50,,,,,,10.9,,,,,,,,2.688220263,45.62670135,15.7736,379.4686073
FRANIG05_SH,SH,FRANIG,45.97780298,-74.01544201,359.185852,340.236,6.05,1.77,3.06,1.53,3.00,,,,,,4.75,,,,,,,,2.712067366,46.40842819,,
FRANIG06_SH,SH,FRANIG,45.98871002,-74.00592302,373.071899,344.447,7.29,2.66,4.07,2.18,0.25,,,,,,16,,,,,,,,2.226041794,45.69171524,18.0588,274.6154395
FRANIG08_SH,SH,FRANIG,45.980553,-74.01572398,356.909088,553.722,9.18,2.53,3.24,1.61,0.50,,,,,,12.2,,,,,,,,2.702263832,44.83163834,17.4062,336.1958714
FRANIG09_SH,SH,FRANIG,45.981689,-74.01454498,354.709473,147.82,2.16,0.54,5.71,2.66,0.50,,,,,,9.8,,,,,,,,2.222141981,45.34532166,16.686,302.9091515
ILEMUC01_SH,SH,ILEMUC,45.98909902,-74.00530402,366.514771,158.731,1.91,0.82,1.49,0.89,3.00,,,,,,2,1.7,1.2,,,,,,1.857755423,49.40711975,14.5448,339.5245434
ILEMUC03_SH,SH,ILEMUC,45.98844498,-74.007186,369.845032,54.335,1.09,0.47,1.98,1.11,1.30,,,,,,2,1.5,1.8,,,,,,1.618312955,49.49527359,16.2926,414.4196633
ILEMUC04_SH,SH,ILEMUC,45.98903599,-74.00136,347.224884,70.705,1.15,0.44,2.02,1.02,3.00,,,,,,0.5,,,,,,,,2.052872896,50.40483856,15.2284,575.860255
ILEMUC05_SH,SH,ILEMUC,45.98930103,-74.00542497,368.705688,108.934,1.61,0.68,2.54,1.52,2.50,,,,,,0.5,4,0.5,,,,,,1.413179874,48.85598755,16.994,329.5385274
ILEMUC06_SH,SH,ILEMUC,45.98932701,-74.00536998,367.207581,114.118,1.75,0.73,1.35,0.8,3.50,,,,,,1.5,,,,,,,,1.714556456,49.15249634,,
ILEMUC07_SH,SH,ILEMUC,45.989512,-74.00535498,365.447388,90.324,1.26,0.53,1.12,0.65,5.25,,,,,,1.2,1,0.5,,,,,,1.747103572,49.41685486,,
KALANG01_SH,SH,KALANG,45.99539299,-73.99376297,359.254486,31.251,0.51,0.17,0.89,0.47,0.30,,,,,,0.5,,,,,,,,1.70227778,52.40770721,12.4261,507.9042422
KALANG02_SH,SH,KALANG,45.988434,-74.00788103,370.080994,71.754,0.96,0.31,0.64,0.17,0.50,,,,,,0.5,,,,,,,,2.025684118,53.47183609,,
KALANG03_SH,SH,KALANG,46.00299404,-74.01348199,381.862427,45.15,0.66,0.24,0.72,0.39,1.20,,,,,,0.5,,,,,,,,1.57965529,53.37899399,,
KALANG04_SH,SH,KALANG,45.98908402,-74.00142504,346.227173,13.494,0.2,0.06,0.38,0.22,0.50,,,,,,0.5,,,,,,,,2.603083611,53.61665726,,
KALANG07_SH,SH,KALANG,45.98933598,-74.00536797,366.749969,35.253,0.52,0.2,0.34,0.18,1.00,,,,,,0.5,,,,,,,,1.634597898,54.20410538,,
KALANG08_SH,SH,KALANG,45.98945903,-74.00542396,365.815552,59.824,0.98,0.36,0.34,0.2,9.80,,,,,,0.5,,,,,,,,1.690956593,53.90420151,,
LONCAN01_SH,SH,LONCAN,46.00191697,-74.01084797,396.271942,142.958,1.26,0.41,0.37,0.21,5.25,,,,,,0.5,,,,,,,,1.159871936,45.07177353,19.9692,54.81597218
LONCAN02_SH,SH,LONCAN,46.00214504,-74.00430196,435.561066,274.353,2.33,0.75,0.7,0.42,4.75,,,,,,,,,,,,,,1.379902124,45.90887833,17.6676,58.24197044
LONCAN04_SH,SH,LONCAN,,,,111.805,0.98,0.29,0.62,0.23,7.00,,,,,,0.5,,,,,,,,1.309654355,45.36784744,19.8976,51.38997392
LONCAN05_SH,SH,LONCAN,45.98909701,-74.00158798,350.59668,86.22,0.98,0.28,0.48,0.27,4.50,,,,,,0.5,,,,,,,,1.097287059,45.50102997,20.1998,42.82497826
LONCAN06_SH,SH,LONCAN,,,,172.927,2.49,0.87,0.69,0.33,1.00,,,,,,0.5,,,,,,,,1.439824462,44.52256775,,
LONCAN99_SH,SH,LONCAN,,,,188.487,1.62,0.48,0.87,0.45,0.25,,,,,,0.5,,,,,,,,1.533599734,45.01890945,,
MYRGAL01_SH,SH,MYRGAL,45.98895896,-74.00549596,364.868713,94.668,1.5,0.55,1.57,0.74,0.75,,,,,,0.5,,,,,,,,2.606348276,50.33296585,22.9804,99.35394957
MYRGAL02_SH,SH,MYRGAL,45.98908704,-74.00547199,363.648041,117.406,2,0.72,0.68,0.31,0.60,,,,,,0.5,,,,,,,,2.531941175,49.52942657,22.5016,113.0579426
MYRGAL03_SH,SH,MYRGAL,45.98903297,-74.001361,344.625122,36.304,0.53,0.18,0.51,0.21,0.50,,,,,,0.5,,,,,,,,2.53568387,51.12629318,21.1996,119.9099391
MYRGAL04_SH,SH,MYRGAL,45.989052,-74.00132496,345.513611,93.744,1.36,0.52,1.44,0.69,0.60,,,,,,0.5,,,,,,,,2.122626543,44.65401077,19.2704,46.25097653
MYRGAL11_SH,SH,MYRGAL,,,,43.618,0.66,0.28,0.44,0.24,0.50,,,,,,0.5,,,,,,,,1.540245295,50.96450806,,
MYRGAL12_SH,SH,MYRGAL,,,,34.049,0.61,0.21,1.27,0.27,0.75,,,,,,0.5,,,,,,,,2.101684093,51.00967407,,
POPGRA01_SH,SH,POPGRA,45.98909701,-74.003835,370.961914,236.549,3.34,1.35,2.36,1.32,1.40,,,,,,13.8,,,,,,,,2.044774532,49.42435455,14.2326,140.4659287
POPGRA02_SH,SH,POPGRA,45.98901504,-74.00200398,354.002411,243.934,3.44,1.55,2.52,1.31,1.60,,,,,,4.7,,,,,,,,2.335150242,51.43754959,14.6244,303.2008461
POPGRA04_SH,SH,POPGRA,45.99074598,-74.00912398,415.442505,237.818,4.64,2.06,1.23,0.69,1.50,,,,,,7,,,,,,,,2.496547699,49.27892303,15.9532,250.0978731
POPGRA05_SH,SH,POPGRA,45.97816399,-74.01136103,352.852814,202.44,3.18,1.28,2.32,0.99,1.80,,,,,,5.1,,,,,,,,3.095728397,51.31177521,12.8064,179.8649087
POPGRA06_SH,SH,POPGRA,45.986865,-74.00537401,357.4953,286.493,4.23,1.59,2.11,0.98,2.00,,,,,,6.2,,,,,,,,3.324130774,51.05384827,,
POPGRA08_SH,SH,POPGRA,45.98839796,-74.00572998,369.397858,330.16,5.08,2.12,2.64,1.44,1.50,,,,,,13.2,10.5,,,,,,,2.526772261,49.07820511,,
POPTRE01_SH,SH,POPTRE,45.99065999,-74.00902198,414.555817,302.778,4.77,1.89,1.69,0.88,3.00,,,,,,10.1,,,,,,,,2.713674068,50.17532349,26.78,116.4839409
POPTRE02_SH,SH,POPTRE,45.97818998,-74.01161701,353.953857,182.854,2.74,1.07,1.86,0.8,5.75,,,,,,6.2,,,,,,,,3.304295778,51.05925369,26.7618,138.7529296
POPTRE03_SH,SH,POPTRE,45.97815997,-74.01156597,355.219482,210.085,3.95,1.62,2.52,1.11,6.25,,,,,,5.2,,,,,,,,3.293709278,50.95933533,25.522,152.4569226
POPTRE04_SH,SH,POPTRE,45.97802997,-74.01080003,350.709167,176.787,2.63,1.12,1.47,0.69,5.00,,,,,,3.1,1.5,,,,,,,2.610889912,50.7956543,27.2844,140.4659287
POPTRE05_SH,SH,POPTRE,,,,277.547,4.32,1.68,1.34,0.69,4.00,,,,,,3.6,,,,,,,,2.196471214,49.75233459,,
POPTRE06_SH,SH,POPTRE,,,,236.735,3.54,1.5,2.37,1.27,12.09,,,,,,10.6,,,,,,,,2.834949732,48.86683273,,
PRUPEN02_SH,SH,PRUPEN,45.98705803,-74.00540401,353.699127,129.254,1.78,0.64,1,0.5,3.80,,,,,,2.7,,,,,,,,2.542138815,48.02455902,20.07,255.2368705
PRUPEN03_SH,SH,PRUPEN,46.00300997,-74.013441,381.470703,203.776,2.7,1.09,1.47,0.92,2.75,,,,,,5.2,,,,,,,,2.179510832,48.43069077,17.076,292.9228513
PRUPEN04_SH,SH,PRUPEN,45.97802896,-74.01352004,354.742004,192.113,1.5,0.9,2.48,1.13,9.25,,,,,,9.8,9.5,11.3,,,,,,3.371711254,50.56137085,22.2748,268.9408635
PRUPEN06_SH,SH,PRUPEN,45.97785604,-74.01494597,359.27356,185.575,2.38,0.87,1.7,0.78,7.25,,,,,,6.7,,,,,,,,2.507101536,49.12133789,17.3702,267.2278644
PRUPEN08_SH,SH,PRUPEN,45.97791304,-74.01461799,353.510315,218.279,3.02,1.1,2.47,1.1,9.75,,,,,,12.8,,,,,,,,3.314763784,49.88368607,,
PRUPEN09_SH,SH,PRUPEN,45.98918301,-74.00351096,369.306519,171.081,2.25,0.78,0.54,0.28,6.50,,,,,,9.3,,,,,,,,2.75045085,49.22493362,,
QUERUB02_SH,SH,QUERUB,45.98619402,-74.00615604,353.070862,330.346,4.04,1.56,1.02,0.69,,,,,,,,,,,,,,,2.299360275,49.3494873,13.9458,417.9717879
QUERUB04_SH,SH,QUERUB,45.98237003,-74.013758,358.149048,223.975,3.16,1.12,3.21,1.88,4.00,,,,,,,,,,,,,,2.446279526,49.22423172,16.557,551.58572
QUERUB05_SH,SH,QUERUB,45.98878998,-74.00625897,372.966858,222.27,4.01,1.66,2.32,1.39,5.00,,,,,,4.25,4.75,1.9,,,,,,2.28355813,50.12187195,16.5374,477.9267574
QUERUB06_SH,SH,QUERUB,46.00090602,-74.00579796,385.819214,279.323,3.15,1.11,3.47,2.36,6.50,,,,,,3.7,,,,,,,,2.228312016,48.43655396,13.5932,364.8688148
QUERUB07_SH,SH,QUERUB,46.00181504,-74.00504401,417.332031,269.564,3.04,1.1,1.26,0.57,5.60,,,,,,3.7,,,,,,,,2.460135221,48.71317673,,
QUERUB10_SH,SH,QUERUB,46.00220497,-74.00178999,418.316559,301.911,3.09,1.19,1.67,0.92,4.25,,,,,,3,,,,,,,,2.452829838,48.85361862,,
QUERUB14_SH,SH,QUERUB,,,,272.975,3.3,1.27,0.62,0.39,3.00,,,,,,1.8,,,,,,,,2.08317256,49.76169205,,
RIBGLA02_SH,SH,RIBGLA,,,,126.047,1.36,0.41,0.36,0.16,0.25,,,,,,0.5,,,,,,,,2.035973549,46.46385574,16.742,138.3120494
RIBGLA04_SH,SH,RIBGLA,,,,99.247,1.16,0.36,0.73,0.33,0.50,,,,,,0.5,,,,,,,,1.716023445,45.71548462,15.825,119.5289316
RIBGLA05_SH,SH,RIBGLA,,,,243.219,2.88,0.91,0.85,0.4,0.50,,,,,,0.5,,,,,,,,1.923707843,46.27547073,15.5578,148.5573864
RIBGLA06_SH,SH,RIBGLA,,,,98.639,0.98,0.3,0.71,0.38,0.50,,,,,,0.5,,,,,,,,1.834355712,45.3674736,15.9898,122.9440439
RIBGLA07_SH,SH,RIBGLA,45.995308,-73.99424301,360.178131,119.191,1.39,0.45,0.53,0.26,0.50,,,,,,0.5,,,,,,,,1.806925058,46.24878311,,
SAMRAC01_SH,SH,SAMRAC,45.97804698,-74.01346204,353.214966,374.463,6.73,1.47,2.44,0.6,3.00,,,,,,4.3,2,2.2,,,,,,4.138409615,49.07409286,30.8086,87.08536442
SAMRAC02_SH,SH,SAMRAC,45.978122,-74.01144904,351.048523,102.041,3,0.74,3.5,1.12,2.20,,,,,,2.75,2.5,2.25,,,,,,3.622446537,48.10679245,32.1256,88.79292059
SAMRAC03_SH,SH,SAMRAC,45.97799099,-74.01090003,353.019012,257.479,4.63,1.15,1.18,0.38,1.30,,,,,,1,,,,,,,,3.271000147,49.08798981,28.7116,107.5760384
SAMRAC04_SH,SH,SAMRAC,45.97789602,-74.01491001,356.434845,252.835,4.66,0.98,1.83,0.44,3.00,,,,,,2.2,1.8,1.7,,,,,,4.589049816,48.16595459,,
SAMRAC05_SH,SH,SAMRAC,45.977864,-74.01473098,354.823883,385.464,5,0.99,1.49,0.38,2.50,,,,,,1.5,1.25,1.1,,,,,,4.712920189,49.46750641,34.7158,66.59469044
SAMRAC06_SH,SH,SAMRAC,45.977979,-74.01428497,351.784241,218.716,3.74,0.86,1.94,0.54,3.50,,,,,,3.4,3.6,5,,,,,,3.914161682,49.20131683,,
SORAME01_SH,SH,SORAME,45.98856501,-74.00557299,368.351624,116.701,1.84,0.65,3.73,1.64,5.25,,,,,,5,,,,,,,,2.528316259,49.46772766,24.075,187.8311782
SORAME02_SH,SH,SORAME,45.99103097,-74.00900496,386.822815,115.128,1.22,0.47,1.62,0.84,8.00,,,,,,7.7,,,,,,,,2.043316126,47.35293579,24.9338,177.5858412
SORAME03_SH,SH,SORAME,46.00188796,-74.010852,396.61554,119.08,1.44,0.5,2.94,1.38,5.25,,,,,,7.4,,,,,,,,2.000250816,48.54999542,16.5186,237.350307
SPIALB02_SH,SH,SPIALB,46.003044,-74.01350403,383.775085,37.616,0.44,0.19,0.14,0.11,0.30,,,,,,0.5,,,,,,,,1.798264503,49.61100769,,
SPIALB03_SH,SH,SPIALB,46.001189,-74.009185,381.042053,61.225,0.64,0.3,0.24,0.15,0.50,,,,,,0.5,,,,,,,,1.91588521,51.05950928,9.8812,476.4081701
SPIALB06_SH,SH,SPIALB,45.97758296,-74.01645304,362.791748,79.73,0.84,0.35,0.38,0.15,1.20,,,,,,0.5,,,,,,,,2.235586882,51.0055809,9.6502,659.1166798
SPIALB08_SH,SH,SPIALB,45.98943204,-74.00550501,367.009644,39.098,0.46,0.22,0.52,0.49,0.50,,,,,,0.5,,,,,,,,1.733783603,50.5352478,9.116,539.5877482
SPIALB98_SH,SH,SPIALB,,,364.166748,140.196,1.38,0.66,0.78,0.54,0.50,,,,,,0.5,,,,,,,,1.815958738,49.71206665,,
SPIALB99_SH,SH,SPIALB,,,,96.234,1,0.49,0.43,0.21,1.00,,,,,,0.5,,,,,,,,1.450480223,49.68209839,11.4456,630.088225
TILAME01_SH,SH,TILAME,45.98349002,-74.01093598,352.770203,303.43,4.06,1.23,4.62,1.5,9.80,,,,,,6.2,8.1,13.3,,,,,,3.734623909,46.61396408,21.2228,138.3120494
TILAME02_SH,SH,TILAME,45.978064,-74.013571,352.776367,250.39,3.47,1.17,3.74,1.31,6.95,,,,,,12.3,,,,,,,,3.164486408,43.11398697,21.519,129.7742686
TILAME03_SH,SH,TILAME,45.97782704,-74.015281,356.886261,207.094,2.63,0.84,0.7,0.31,5.25,,,,,,2.5,4.5,8.3,,,,,,2.422260046,46.35290146,17.6938,179.2933973
TILAME04_SH,SH,TILAME,45.97812099,-74.01432303,353.867676,345.948,4.61,1.32,2.75,1.08,4.75,,,,,,5.4,3.2,1.9,,,,,,3.028263807,45.91982269,18.968,128.0667124
TILAME05_SH,SH,TILAME,,,,250.025,2.88,0.89,2.78,1.01,10.75,,,,,,16.7,2.5,3.4,2.5,"2, 1.6",,,,1.900859237,45.353405,,
TILAME06_SH,SH,TILAME,,,,320.591,4.57,1.38,2.4,0.87,7.00,,,,,,3,9.1,3.2,,,,,,2.8723526,46.78565979,,
ULMAME01_SH,SH,ULMAME,45.98905602,-74.00434001,361.846619,296.829,4.85,1.71,0.74,0.42,4.50,,,,,,4.1,,,,,,,,1.872402191,45.25175476,27.755,140.0196055
VACMYR02_SH,SH,VACMYR,46.00204504,-74.00460002,433.043945,73.993,0.79,0.27,0.4,0.29,1.00,,,,,,0.5,,,,,,,,2.596734285,50.603302,14.0266,235.6427508
VACMYR03_SH,SH,VACMYR,46.00221503,-74.00137198,411.556274,50.74,0.47,0.12,0.53,0.36,0.25,,,,,,0.5,,,,,,,,2.84769392,48.50624847,,
VACMYR04_SH,SH,VACMYR,45.98663902,-74.00574096,354.336517,63.314,0.63,0.12,0.4,0.27,0.75,,,,,,0.5,,,,,,,,2.97692275,50.21430206,15.3854,230.5200823
VACMYR05_SH,SH,VACMYR,45.98904496,-74.00220104,366.951843,25.422,0.27,0.07,0.38,0.23,0.60,,,,,,0.5,,,,,,,,2.163398504,49.9830246,13.113,215.1520768
VACMYR06_SH,SH,VACMYR,45.98903096,-74.00222803,365.653625,63.386,0.67,0.24,0.53,0.35,0.50,,,,,,0.5,,,,,,,,2.077031851,49.97135544,14.8708,220.2747453
VACMYR07_SH,SH,VACMYR,45.988994,-74.00196601,356.675995,39.353,0.45,0.1,0.56,0.35,0.60,,,,,,0.5,,,,,,,,3.102243185,49.9825325,,
VIBCAS01_SH,SH,VIBCAS,45.98650298,-74.00585203,352.260864,267.563,5.45,1.44,2.09,1.16,1.00,,,,,,1.5,,,,,,,,2.164963484,49.27870941,,
VIBCAS04_SH,SH,VIBCAS,45.98574098,-74.00655996,354.929932,65.844,1.23,0.21,1.75,0.8,,,,,,,,,,,,,,,2.451192617,48.5600853,35.2946,56.34935345
VIBCAS05_SH,SH,VIBCAS,45.98902401,-74.00152101,345.899689,174.212,3.42,1,1.81,0.96,2.00,,,,,,1.4,1.2,0.5,,,,,,1.762457252,50.17048264,38.6728,64.88713428
VIBCAS06_SH,SH,VIBCAS,45.98905896,-74.00142303,348.179626,184.462,3.48,0.99,1.27,0.74,1.40,,,,,,0.5,,,,,,,,2.063175678,49.0501709,39.1902,117.8213754
VIBCAS07_SH,SH,VIBCAS,45.98906902,-74.00126997,345.137024,258.064,5.77,1.83,1.19,0.63,1.60,,,,,,0.5,,,,,,,,1.715643167,49.96912003,32.9434,99.03825758
VIBCAS08_SH,SH,VIBCAS,45.98950597,-74.00535598,366.738068,118.698,2.72,0.91,1.05,0.69,2.00,,,,,,1,1,0.5,,,,,,1.974734783,48.5616684,,
VIBLAN02_SH,SH,VIBLAN,45.99120003,-74.00948801,386.39209,302.141,3.3,1.02,0.76,0.38,1.50,,,,,,1.2,0.5,,,,,,,2.288287401,47.39825058,25.5966,64.88713428
VIBLAN04_SH,SH,VIBLAN,45.98887296,-74.00570199,368.475861,295.943,3.53,1.03,1.83,0.95,1.80,,,,,,1.3,,,,,,,,2.079928875,47.7179718,,
